ANNO;CODICE REGIONE;DENOMINAZIONE REGIONE;CODICE AZIENDA;DENOMINAZIONE AZIENDA;CODICE COMUNE;COMUNE;MASCHI;FEMMINE;TOTALE
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024085;ROANA                                   ;2.153;2.093;4.246
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024086;ROMANO D'EZZELINO                       ;7.090;7.167;14.257
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024087;ROSA'                                   ;7.144;7.373;14.517
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024088;ROSSANO VENETO                          ;4.043;4.099;8.142
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024089;ROTZO                                   ;322;335;657
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024090;SALCEDO                                 ;515;507;1.022
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024095;SANTORSO                                ;2.806;2.850;5.656
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024096;SAN VITO DI LEGUZZANO                   ;1.768;1.857;3.625
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024097;SARCEDO                                 ;2.635;2.682;5.317
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024099;SCHIAVON                                ;1.350;1.298;2.648
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024100;SCHIO                                   ;19.041;19.930;38.971
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024101;SOLAGNA                                 ;915;939;1.854
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024104;TEZZE SUL BRENTA                        ;6.391;6.410;12.801
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024105;THIENE                                  ;11.560;12.277;23.837
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024106;TONEZZA DEL CIMONE                      ;266;254;520
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024107;TORREBELVICINO                          ;2.969;2.894;5.863
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024112;VALDASTICO                              ;601;645;1.246
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024113;VALLI DEL PASUBIO                       ;1.552;1.508;3.060
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024115;VELO D'ASTICO                           ;1.120;1.158;2.278
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024118;VILLAVERLA                              ;3.068;3.053;6.121
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024119;ZANE'                                   ;3.246;3.386;6.632
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024122;ZUGLIANO                                ;3.326;3.502;6.828
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024125;VALBRENTA;2.581;2.450;5.031
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024126;COLCERESA;2.930;3.056;5.986
2019;050;VENETO               ;507;AZIENDA ULSS N. 7 PEDEMONTANA ;024127;LUSIANA CONCO;2.358;2.325;4.683
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024001;AGUGLIARO                               ;706;681;1.387
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024002;ALBETTONE                               ;999;1.011;2.010
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024003;ALONTE                                  ;813;781;1.594
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024004;ALTAVILLA VICENTINA                     ;5.930;5.956;11.886
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024005;ALTISSIMO                               ;1.115;1.033;2.148
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024006;ARCUGNANO                               ;3.875;3.872;7.747
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024008;ARZIGNANO                               ;12.802;12.520;25.322
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024010;ASIGLIANO VENETO                        ;444;436;880
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024013;BOLZANO VICENTINO                       ;3.186;3.195;6.381
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024015;BRENDOLA                                ;3.274;3.323;6.597
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024016;BRESSANVIDO                             ;1.595;1.602;3.197
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024017;BROGLIANO                               ;2.032;1.977;4.009
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024018;CALDOGNO                                ;5.455;5.807;11.262
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024021;CAMISANO VICENTINO                      ;5.535;5.655;11.190
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024022;CAMPIGLIA DEI BERICI                    ;830;852;1.682
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024027;CASTEGNERO                              ;1.445;1.442;2.887
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024028;CASTELGOMBERTO                          ;3.106;3.018;6.124
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024029;CHIAMPO                                 ;6.466;6.163;12.629
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024034;CORNEDO VICENTINO                       ;6.004;5.888;11.892
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024035;COSTABISSARA                            ;3.803;3.869;7.672
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024036;CREAZZO                                 ;5.472;5.781;11.253
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024037;CRESPADORO                              ;698;602;1.300
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024038;DUEVILLE                                ;6.800;7.096;13.896
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024043;GAMBELLARA                              ;1.683;1.706;3.389
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024044;GAMBUGLIANO                             ;449;389;838
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024046;GRISIGNANO DI ZOCCO                     ;2.144;2.140;4.284
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024047;GRUMOLO DELLE ABBADESSE                 ;1.886;1.861;3.747
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024048;ISOLA VICENTINA                         ;5.045;5.169;10.214
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024051;LONGARE                                 ;2.788;2.780;5.568
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024052;LONIGO                                  ;8.010;7.924;15.934
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024060;MONTEBELLO VICENTINO                    ;3.268;3.178;6.446
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024061;MONTECCHIO MAGGIORE                     ;11.678;11.328;23.006
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024064;MONTEGALDA                              ;1.678;1.715;3.393
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024065;MONTEGALDELLA                           ;917;884;1.801
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024066;MONTEVIALE                              ;1.438;1.427;2.865
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024067;MONTICELLO CONTE OTTO                   ;4.359;4.504;8.863
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024068;MONTORSO VICENTINO                      ;1.559;1.471;3.030
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024071;NANTO                                   ;1.591;1.517;3.108
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024072;NOGAROLE VICENTINO                      ;619;588;1.207
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024074;NOVENTA VICENTINA                       ;4.477;4.500;8.977
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024075;ORGIANO                                 ;1.510;1.540;3.050
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024079;POIANA MAGGIORE                         ;2.131;2.132;4.263
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024082;POZZOLEONE                              ;1.452;1.337;2.789
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024083;QUINTO VICENTINO                        ;2.836;2.920;5.756
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024084;RECOARO TERME                           ;3.068;3.149;6.217
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024091;SANDRIGO                                ;4.076;4.198;8.274
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024094;SAN PIETRO MUSSOLINO                    ;807;780;1.587
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024098;SAREGO                                  ;3.397;3.269;6.666
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024102;SOSSANO                                 ;2.154;2.084;4.238
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024103;SOVIZZO                                 ;3.708;3.809;7.517
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024108;TORRI DI QUARTESOLO                     ;5.772;5.911;11.683
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024110;TRISSINO                                ;4.353;4.358;8.711
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024111;VALDAGNO                                ;12.359;13.204;25.563
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024116;VICENZA                                 ;52.315;57.540;109.855
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024117;VILLAGA                                 ;955;954;1.909
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024120;ZERMEGHEDO                              ;703;668;1.371
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024121;ZOVENCEDO                               ;413;372;785
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024123;VAL LIONA;1.577;1.480;3.057
2019;050;VENETO               ;508;AZIENDA ULSS N. 8 BERICA ;024124;BARBARANO MOSSANO;3.138;3.216;6.354
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023001;AFFI                                    ;1.154;1.211;2.365
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023002;ALBAREDO D'ADIGE                        ;2.626;2.600;5.226
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023003;ANGIARI                                 ;1.130;1.186;2.316
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023004;ARCOLE                                  ;3.123;3.184;6.307
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023005;BADIA CALAVENA                          ;1.335;1.262;2.597
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023006;BARDOLINO                               ;3.467;3.714;7.181
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023007;BELFIORE                                ;1.644;1.589;3.233
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023008;BEVILACQUA                              ;864;846;1.710
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023009;BONAVIGO                                ;1.001;965;1.966
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023010;BOSCHI SANT'ANNA                        ;673;705;1.378
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023011;BOSCO CHIESANUOVA                       ;1.860;1.671;3.531
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023012;BOVOLONE                                ;7.984;8.059;16.043
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023013;BRENTINO BELLUNO                        ;693;641;1.334
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023014;BRENZONE                                ;1.143;1.317;2.460
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023015;BUSSOLENGO                              ;10.039;10.424;20.463
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023016;BUTTAPIETRA                             ;3.493;3.457;6.950
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023017;CALDIERO                                ;3.947;3.917;7.864
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023018;CAPRINO VERONESE                        ;4.202;4.374;8.576
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023019;CASALEONE                               ;2.764;2.779;5.543
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023020;CASTAGNARO                              ;1.809;1.847;3.656
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023021;CASTEL D'AZZANO                         ;5.905;6.042;11.947
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023022;CASTELNUOVO DEL GARDA                   ;6.541;6.746;13.287
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023023;CAVAION VERONESE                        ;2.919;3.032;5.951
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023024;CAZZANO DI TRAMIGNA                     ;730;763;1.493
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023025;CEREA                                   ;8.241;8.438;16.679
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023026;CERRO VERONESE                          ;1.257;1.225;2.482
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023027;COLOGNA VENETA                          ;4.207;4.260;8.467
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023028;COLOGNOLA AI COLLI                      ;4.285;4.293;8.578
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023029;CONCAMARISE                             ;558;527;1.085
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023030;COSTERMANO                              ;1.932;1.936;3.868
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023031;DOLCE'                                  ;1.269;1.261;2.530
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023032;ERBE'                                   ;935;952;1.887
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023033;ERBEZZO                                 ;410;358;768
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023034;FERRARA DI MONTE BALDO                  ;136;113;249
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023035;FUMANE                                  ;2.093;2.013;4.106
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023036;GARDA                                   ;1.983;2.090;4.073
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023037;GAZZO VERONESE                          ;2.588;2.662;5.250
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023038;GREZZANA                                ;5.448;5.289;10.737
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023039;ILLASI                                  ;2.587;2.566;5.153
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023040;ISOLA DELLA SCALA                       ;5.789;5.704;11.493
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023041;ISOLA RIZZA                             ;1.616;1.610;3.226
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023042;LAVAGNO                                 ;4.238;4.235;8.473
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023043;LAZISE                                  ;3.444;3.510;6.954
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023044;LEGNAGO                                 ;12.166;13.064;25.230
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023045;MALCESINE                               ;1.749;1.913;3.662
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023046;MARANO DI VALPOLICELLA                  ;1.578;1.571;3.149
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023047;MEZZANE DI SOTTO                        ;1.231;1.305;2.536
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023048;MINERBE                                 ;2.265;2.288;4.553
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023049;MONTECCHIA DI CROSARA                   ;2.233;2.075;4.308
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023050;MONTEFORTE D'ALPONE                     ;4.559;4.388;8.947
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023051;MOZZECANE                               ;4.063;3.830;7.893
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023052;NEGRAR                                  ;8.365;8.485;16.850
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023053;NOGARA                                  ;4.191;4.251;8.442
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023054;NOGAROLE ROCCA                          ;1.935;1.762;3.697
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023055;OPPEANO                                 ;5.146;4.983;10.129
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023056;PALU'                                   ;618;618;1.236
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023057;PASTRENGO                               ;1.565;1.579;3.144
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023058;PESCANTINA                              ;8.564;8.658;17.222
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023059;PESCHIERA DEL GARDA                     ;5.237;5.595;10.832
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023060;POVEGLIANO VERONESE                     ;3.570;3.673;7.243
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023061;PRESSANA                                ;1.284;1.226;2.510
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023062;RIVOLI VERONESE                         ;1.098;1.099;2.197
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023063;RONCA'                                  ;1.884;1.883;3.767
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023064;RONCO ALL'ADIGE                         ;2.984;2.907;5.891
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023065;ROVERCHIARA                             ;1.333;1.267;2.600
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023066;ROVEREDO DI GUA'                        ;780;808;1.588
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023067;ROVERE' VERONESE                        ;1.055;1.028;2.083
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023068;SALIZZOLE                               ;1.950;1.869;3.819
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023069;SAN BONIFACIO                           ;10.348;10.466;20.814
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023070;SAN GIOVANNI ILARIONE                   ;2.536;2.442;4.978
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023071;SAN GIOVANNI LUPATOTO                   ;12.193;12.810;25.003
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023072;SANGUINETTO                             ;2.068;2.040;4.108
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023073;SAN MARTINO BUON ALBERGO                ;7.790;7.954;15.744
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023074;SAN MAURO DI SALINE                     ;298;273;571
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023075;SAN PIETRO DI MORUBIO                   ;1.563;1.448;3.011
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023076;SAN PIETRO IN CARIANO                   ;6.104;6.590;12.694
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023077;SANT'AMBROGIO DI VALPOLICELLA           ;5.851;6.097;11.948
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023078;SANT'ANNA D'ALFAEDO                     ;1.324;1.215;2.539
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023079;SAN ZENO DI MONTAGNA                    ;710;678;1.388
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023080;SELVA DI PROGNO                         ;466;425;891
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023081;SOAVE                                   ;3.455;3.619;7.074
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023082;SOMMACAMPAGNA                           ;7.378;7.419;14.797
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023083;SONA                                    ;8.784;8.881;17.665
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023084;SORGA'                                  ;1.513;1.481;2.994
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023085;TERRAZZO                                ;1.043;1.088;2.131
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023086;TORRI DEL BENACO                        ;1.469;1.561;3.030
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023087;TREGNAGO                                ;2.434;2.477;4.911
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023088;TREVENZUOLO                             ;1.424;1.328;2.752
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023089;VALEGGIO SUL MINCIO                     ;7.757;7.865;15.622
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023090;VELO VERONESE                           ;407;351;758
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023091;VERONA                                  ;122.986;136.101;259.087
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023092;VERONELLA                               ;2.552;2.510;5.062
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023093;VESTENANOVA                             ;1.306;1.245;2.551
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023094;VIGASIO                                 ;5.160;5.099;10.259
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023095;VILLA BARTOLOMEA                        ;2.855;2.953;5.808
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023096;VILLAFRANCA DI VERONA                   ;16.482;17.097;33.579
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023097;ZEVIO                                   ;7.591;7.616;15.207
2019;050;VENETO               ;509;AZIENDA ULSS N. 9 SCALIGERA;023098;ZIMELLA                                 ;2.424;2.379;4.803
2019;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032001;DUINO-AURISINA                          ;4.009;4.312;8.321
2019;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032002;MONRUPINO                               ;422;437;859
2019;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032003;MUGGIA                                  ;6.229;6.705;12.934
2019;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032004;SAN DORLIGO DELLA VALLE                 ;2.814;2.908;5.722
2019;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032005;SGONICO                                 ;989;1.007;1.996
2019;060;FRIULI VENEZIA GIULIA;201;ASUI DI TRIESTE;032006;TRIESTE                                 ;96.586;105.027;201.613
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030001;AIELLO DEL FRIULI                       ;1.074;1.129;2.203
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030004;AQUILEIA                                ;1.562;1.666;3.228
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030008;BAGNARIA ARSA                           ;1.687;1.749;3.436
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030011;BICINICCO                               ;894;932;1.826
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030018;CARLINO                                 ;1.366;1.428;2.794
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030023;CERVIGNANO DEL FRIULI                   ;6.684;6.879;13.563
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030024;CHIOPRIS-VISCONE                        ;309;341;650
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030044;GONARS                                  ;2.285;2.378;4.663
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030046;LATISANA                                ;6.429;6.919;13.348
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030049;LIGNANO SABBIADORO                      ;3.288;3.402;6.690
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030056;MARANO LAGUNARE                         ;883;887;1.770
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030064;MUZZANA DEL TURGNANO                    ;1.204;1.223;2.427
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030069;PALAZZOLO DELLO STELLA                  ;1.429;1.482;2.911
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030070;PALMANOVA                               ;2.622;2.749;5.371
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030075;POCENIA                                 ;1.225;1.213;2.438
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030077;PORPETTO                                ;1.259;1.267;2.526
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030082;PRECENICCO                              ;725;723;1.448
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030097;RONCHIS                                 ;997;1.004;2.001
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030098;RUDA                                    ;1.373;1.491;2.864
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030100;SAN GIORGIO DI NOGARO                   ;3.694;3.750;7.444
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030104;SANTA MARIA LA LONGA                    ;1.120;1.186;2.306
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030105;SAN VITO AL TORRE                       ;593;649;1.242
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030120;TERZO D'AQUILEIA                        ;1.364;1.435;2.799
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030123;TORVISCOSA                              ;1.321;1.389;2.710
2019;060;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;030128;TRIVIGNANO UDINESE                      ;785;815;1.600
